sample_id	accession_id	CurrentName	plate	well	has_seed	RowTree	Voucher	Provenance	RowNum	YearPlanted	TreeNum	DNNumber	FieldComments	Date	FieldDetermination	Location	Description	Latitude	Longitude	Genus	Subgenus	Section	Series	Subseries	Species	Subspecies
EmelCSIRO-rep1	EmelCSIRO		CC01	B01	Yes																					
CCA0137	CCA0137	Eucalyptus bicostata	CC01	C01	Yes	R013/T38	DN 468	Otway Ranges, Vic	13	1994	38	468		1993-07-15	Eucalyptus bicostata	Otway Ranges, east or Deanes Marsh, Vic.	Tree 18m tall, others to 30m. Bark smooth olive or grey over white. Leaves glossy, dark green, buds glaucous.	-38.4166666666667	143.933333333333	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	Euglobulares	bicostata	""
CCA0164	CCA0164	Eucalyptus brunnea	CC01	D01	No	R014/T39	DN 669	Wallangarra, Qld	14	1994	39	669		1993-12-05	Eucalyptus brunnea	Girraween National Park, Qld.	Tree 25m tall. Bark smooth grey over white. Leaves discolourous, glossy dark green. Growing in creek with E. andrewsii. Warwick.	-28.8825	151.965833333333	Eucalyptus	Symphyomyrtus	Maidenaria	'Deaneanae' ms	""	brunnea	""
CCA0465	CCA0465	Eucalyptus polybractea	CC01	E01	Yes	R028/T25	-	Narinna Pound, SA	28	1993	25									Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	polybractea	""
CCA0218	CCA0218	Eucalyptus stellulata	CC01	F01	Yes	R016/T44	DN 582	Omeo, Vic	16	1994	44	582		1993-11-28	Eucalyptus stellulata	Vic.	Small tree 9m tall. Bark rough and thick, dark grey for about 3m then smooth grey and olive. Leaves glossy dark green. Growing on swampy hillside with E. pauciflora. Bairnsdale.	-37.0130555555556	147.569166666667	Eucalyptus	Eucalyptus	Eucalyptus	Longitudinales	""	stellulata	""
CCA0466	CCA0466	Eucalyptus polybractea	CC01	G01	No	R028/T26	-	Narinna Pound, SA	28	1993	26									Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	polybractea	""
CCA0525	CCA0525	Eucalyptus porosa	CC01	H01	Yes	R040/T12	DN 482	Mt Wudinna, SA	40	1994	12	482		1993-09-25	Eucalyptus porosa	West side of base of Mt. Wudinna, South Australia	Large mallee 6 metres tall. Bark rough, thick dark grey over grey. Leaves glossy green, intramarginal vein well in from leaf edge. Glands moderately dense. Growing in pure stand with Dodonaea  understory. Flowers white.	-32.9858333333333	135.546944444444	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	porosa	""
CCA0572	CCA0572	Eucalyptus sparsa	CC01	A02	No	R042/T08	DN 427	Everard Ranges, SA	42	1994	8	427		1993-05-15	Eucalyptus sparsa	200 m west of Ronalds Well, Everard Ranges, South Australia.	Large mallee 5 m tall. Rough bark for 2 m, then smooth above. Leaves very glossy, green. Growing on sandplain.	-27.0094444444444	132.515555555556	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	sparsa	""
CCA0650	CCA0650	Eucalyptus intertexta	CC01	B02	No	R045/T13	DN 423	Everard Ranges, SA	45	1994	13	423		1993-05-15	Eucalyptus intertexta (diminuta)	Base of Mount Barnett, Everard Ranges, SA	Mallee 2m tall. Bark smooth throughout, various shades of white and grey. Leaves dull, grey. Branchlets and fruit glaucous. Growing on granite with E. oxymitra.	-27.0388888888889	132.548611111111	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	intertexta	""
CCA0672	CCA0672	Eucalyptus polyanthemos subsp. polyanthemos	CC01	C02	Yes	R046/T36	DN 742	Rylstone, NSW	46	1994	36	742		1993-12-28	Eucalyptus polyanthemos subsp. polyanthemos	NSW	Tree 8m tall. Bark ± smooth, ribbony at base, light grey over cream. Leaves dull blue green. Growing with E. melliodora, E. machrorhyncha, E. amplifolia and E. viminalis. Singleton.	-32.6936111111111	150.002777777778	Eucalyptus	Symphyomyrtus	Adnataria	Heterophloiae	""	polyanthemos	polyanthemos
CCA0677	CCA0677	Eucalyptus conica	CC01	D02	Yes	R047/T05	DN 747	Bylong, NSW	47	1994	5	747		1993-12-28	Eucalyptus conica	NSW	Tree 8m tall. Bark rough, box-type, grey. Leaves dull blue green. Growing in pure stands in undulating area. Singleton.	-32.4038888888889	150.222222222222	Eucalyptus	Symphyomyrtus	Adnataria	Heterophloiae	""	conica	""
CCA0681	CCA0681	Eucalyptus bridgesiana	CC01	E02	No	R047/T13	DN 760	Liverpool Range, NSW	47	1994	13	760		1993-12-28	Eucalyptus volcanica	NSW	Spreading tree 10x15m. Bark rough box-type, dark grey to small branches, then smooth white. Leaves glossy green. E. laevopina nearby. Gilgandra.	-31.7447222222222	149.952777777778	Eucalyptus	Symphyomyrtus	Maidenaria	Bridgesianae	""	bridgesiana	""
CCA0684	CCA0684	Eucalyptus macrorhyncha subsp. macrorhyncha	CC01	F02	No	R047/T16	DN 737	Grenfell, NSW	47	1994	16	737		1993-12-27	Eucalyptus macrorhyncha subsp. macrorhyncha	NSW	Tree 8m tall. Bark rough, stringy, grey brown over red brown. Leaves slightly glossy green. Growing on rise with E. polyanthermes, E. dealbata, E. microcarpa and E. albens. Forbes.	-33.9227777777778	148.413611111111	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae	""	macrorhyncha	macrorhyncha
CCA0687	CCA0687	Eucalyptus dawsonii	CC01	G02	Yes	R047/T19	DN 743	Ginghi, NSW	47	1994	19	743		1993-12-28	Eucalyptus dawsonii	NSW	Tree 18m tall. Bark smooth grey and pink over white. Leaves dull grey green. Buds and twigs glaucous. Growing on hillside with E. blakelyi. Singleton.	-32.6086111111111	150.074722222222	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Amissae	dawsonii	""
CCA0691	CCA0691	Eucalyptus largiflorens	CC01	H02	No	R047/T23	-	Loxton, SA	47	1994	23									Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens	""
CCA0704-rep1	CCA0704	Eucalyptus melliodora	CC01	A03	Yes	R048/T13	DN 777	Rylstone, NSW	48	1994	13	777		1993-12-29	Eucalyptus melliodora	NSW	Tree 15m tall. Bark rough and variably patchy, yellow brown over cream. Leaves dull blue green. Growing with E. blakelyi on undulating area. Dubbo.	-32.7122222222222	149.966111111111	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	melliodora	""
CCA0704-rep2	CCA0704	Eucalyptus melliodora	CC01	B03	Yes	R048/T13	DN 777	Rylstone, NSW	48	1994	13	777		1993-12-29	Eucalyptus melliodora	NSW	Tree 15m tall. Bark rough and variably patchy, yellow brown over cream. Leaves dull blue green. Growing with E. blakelyi on undulating area. Dubbo.	-32.7122222222222	149.966111111111	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	melliodora	""
CCA0705	CCA0705	Eucalyptus melliodora	CC01	C03	No	R048/T14	DN 777	Rylstone, NSW	48	1994	14	777		1993-12-29	Eucalyptus melliodora	NSW	Tree 15m tall. Bark rough and variably patchy, yellow brown over cream. Leaves dull blue green. Growing with E. blakelyi on undulating area. Dubbo.	-32.7122222222222	149.966111111111	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	melliodora	""
CCA0706	CCA0706	Eucalyptus melliodora	CC01	D03	Yes	R048/T15	DN 777	Rylstone, NSW	48	1994	15	777		1993-12-29	Eucalyptus melliodora	NSW	Tree 15m tall. Bark rough and variably patchy, yellow brown over cream. Leaves dull blue green. Growing with E. blakelyi on undulating area. Dubbo.	-32.7122222222222	149.966111111111	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	melliodora	""
CCA0708	CCA0708	Eucalyptus caleyi subsp. caleyi	CC01	E03	No	R048/T17	DN 746	Bylong, NSW	48	1994	17	746		1993-12-28	Eucalyptus caleyi subsp. caleyi	NSW	Tree 10m tall. Bark rough, ironbark, almost black. Leaves dull, grey, glaucous. Buds, twigs, leaves and immature fruit glaucous. Growing with E. albens. Singleton.	-32.4036111111111	150.228055555556	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	caleyi	caleyi
CCA0724	CCA0724	Eucalyptus polyanthemos subsp. marginalis	CC01	F03	Yes	R048/T33	DN 457	Avoca, Vic	48	1994	33	457		1993-07-14	Eucalyptus polyanthemos subsp. vestita	16.5km from Avoca towards Maryborough, Vic	Small tree 8m tall. Bark rough throughout, grey. Leaves dull, grey at first, becoming blue green. Branchlets slightly pruinose. Growing on rise in open forest with E. tricarpa and E. microcarpa.	-37.0833333333333	143.616666666667	Eucalyptus	Symphyomyrtus	Adnataria	Heterophloiae	""	polyanthemos	marginalis
CCA0728	CCA0728	Eucalyptus viridis	CC01	G03	Yes	R049/T01	DN 729	Hermidale, NSW	49	1994	1	729		1993-12-10	Eucalyptus viridis	NSW	Mallee 6m tall. Bark rough, dark grey for 1m then smooth tan over cream. Leaves glossy green. Growing on rise with E. populnea ssp. bimbil nearby. Cobar.	-31.5602777777778	146.509166666667	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	viridis	""
CCA0733	CCA0733	Eucalyptus woollsiana	CC01	H03	No	R049/T06	DN 681	Kogan, Qld	49	1994	6	681		1993-12-06	Eucalyptus pilligaensis	Qld.	Narrow tree 12m tall. Bark rough, thin for about 6m, dark grey then smooth cream. Leaves glossy green. Growing in dense stands with E. crebra on flat, slight rise. Dalby.	-27.1511111111111	150.65861111111099	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	woollsiana	""
CCA0743	CCA0743	Eucalyptus melanophloia subsp. melanophloia	CC01	A04	Yes	R049/T17	DN 690	Wandoan, Qld	49	1994	17	690		1993-12-06	Eucalyptus melanophloia subsp. melanophloia	Qld.	Tree 10m tall. Bark rough, deeply furrowed ironbark, almost black. Leaves, buds, twigs and fruit glaucous. Growing with E. tessellaris and E. tereticornis. Chinchilla.	-26.2672222222222	150.048055555556	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	melanophloia	melanophloia
CCA0754	CCA0754	Eucalyptus nicholii	CC01	B04	Yes	R049/T31	DN 651	Hillgrove, NSW	49	1994	31	651		1993-12-04	Eucalyptus nicholii	NSW	Densely crowned tree 7m tall. Bark rough, thick grey-brown. Leaves dull blue-green. Growing with E. mollucanna and DN 652. Dorrigo.	-30.5330555555556	151.824166666667	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	nicholii	""
CCA0716	CCA0716	Eucalyptus dwyeri	CC01	B04	No	R048/T25	DN 751	Wollar, NSW	48	1994	25	751		1993-12-28	Eucalyptus dwyeri	Near Wollar, New South Wales.	Mallee 4 m tall. Bark smooth, grey over light grey. Leaves slightly glossy olive green. Growing on sandy ridge with Corymbia trachyphloia and Eucalyptus fibrosa. (E. agglomerata  nearby.) Singleton Map.	-32.3019444444444	150.047222222222	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	dwyeri	""
CCA0751	CCA0751	Eucalyptus moluccana	CC01	C04	No	R049/T25	DN 712	Gladstone, Qld	49	1994	25	712		1993-12-08	Eucalyptus moluccana	Qld.	Tree 15m tall. Bark rough box-type, dark grey brown for about 6m then smooth grey over light grey. Leaves glossy dark green. Growing on ridge with E. crebra.	-23.8011111111111	150.953333333333	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	moluccana	""
CCA0755	CCA0755	Eucalyptus goniocalyx subsp. exposa	CC01	D04	No	R049/T32	DN 565	Mt Aleck, SA	49	1994	32	565		1993-11-13	Eucalyptus goniocalyx subsp. exposa	Mt. Aleck, 100m north of summit, SA	Mallee 3m tall. Bark smooth dark grey over cream. Leaves glossy light green. Twigs ± not glaucous. Dominant and only Eucalypt.			Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	'Clivosae' ms	goniocalyx	exposa
CCA0768	CCA0768	Eucalyptus fibrosa	CC01	E04	Yes	R050/T13	DN 666	Baryulgil, NSW	50	1994	13	666		1993-12-05	Eucalyptus fibrosa	NSW	Tree 20m tall. Bark rough ironbark, dark grey. Leaves dull blue-green. Buds on ground with conical operculum longer than hypanthium. Growing in small stand on low rise. Grafton.	-29.3022222222222	152.644722222222	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	fibrosa	""
CCA0790	CCA0790	Eucalyptus sparsifolia	CC01	F04	No	R051/T09	DN 629	Faulconbridge, NSW	51	1994	9	629		1993-12-02	Eucalyptus sparsifolia	NSW	Tree 7m tall. Bark rough, thick   and fibrous, dark grey over red-brown. Leaves glossy dark green. Growing on low hill with E. gummifera. Sydney.	-33.6736111111111	150.548333333333	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae	""	sparsifolia	""
CCA0807	CCA0807	Eucalyptus sideroxylon	CC01	G04	No	R052/T09	DN 674	Wallangarra, Qld	52	1994	9	674		1993-12-05	Eucalyptus sideroxylon subsp. sideroxylon	Qld.	Tree 10m tall. Bark rough, thick ironbark, black over red-brown. Leaves dull blue-green. Growing in small pure stand. Warwick.	-28.9008333333333	151.907777777778	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	sideroxylon	""
CCA0808	CCA0808	Eucalyptus sideroxylon	CC01	H04	No	R052/T10	DN 674	Wallangarra, Qld	52	1994	10	674		1993-12-05	Eucalyptus sideroxylon subsp. sideroxylon	Qld.	Tree 10m tall. Bark rough, thick ironbark, black over red-brown. Leaves dull blue-green. Growing in small pure stand. Warwick.	-28.9008333333333	151.907777777778	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	sideroxylon	""
CCA0819	CCA0819	Eucalyptus lansdowneana	CC01	A05	Yes	R052/T33	DN 57	Scrubby Peak, SA	52	1994	33	57			Eucalyptus lansdowneana	Scrubby Peak, Gawler Ranges, South Australia	Scraggly whipstick mallee to 4 metres tall.  Growing in wetter areas with Dodonea spp.	-32.5833333333333	135.25	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae	""	lansdowneana	""
CCA0848	CCA0848	Eucalyptus panda	CC01	B05	Yes	R053/T33	DN 683	Tara, Qld	53	1994	33	683		1993-12-06	Eucalyptus panda	Qld.	Small tree 8m tall, others to 15m tall. Bark rough, ironbark, almost black. Leaves dull bluish green. Growing in dense mulga scrub. Dalby.	-27.1325	150.483333333333	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	panda	""
CCA0920	CCA0920	Eucalyptus nobilis	CC01	C05	No	R057/T33	DN 753	Liverpool Range, NSW	57	1994	33	753		1993-12-28	Eucalyptus nobilis	NSW	Tree 40m tall. Bark smooth cream over white. Leaves glossy green. Growing in creek with E. laevopinea, E. bridgesiana and E. melliodora.  Tamworth.	-31.8611111111111	150.166388888889	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	nobilis	""
CCA0931	CCA0931	Eucalyptus mannifera subsp. 'Alpine Victoria'	CC01	D05	No	R058/T16	DN 581	Omeo, Vic	58	1994	16	581		1993-11-28	Eucalyptus mannifera	Vic.	Tree 10m tall. Bark powdery light grey over white. Leaves dull bluish green. Growing on rocky north facing slope with E. dives.	-36.9605555555556	147.479444444444							
CCA0933	CCA0933	Eucalyptus pauciflora subsp. pauciflora	CC01	E05	No	R058/T25	DN 476	Snow Gum Res., SA	58	1994	25	476		1993-08-08	Eucalyptus pauciflora subsp. pauciflora	Snow Gum Reserve - central track, SA	Tree 12m tall. Bark mostly smooth, grey over white. Some ribbony bark at base. Leaves glossy green. Venation parallel, glands numerous. Growing in forest with E. cygnetensis and A. melanoxylon. Seed of another tree.	-37.9166666666667	140.9	Eucalyptus	Eucalyptus	Eucalyptus	Pauciflorae	""	pauciflora	pauciflora
CCA0941	CCA0941	Eucalyptus populnea subsp. populnea	CC01	F05	Yes	R059/T13	DN 679	Kogan, Qld	59	1994	13	679		1993-12-06	Eucalyptus populnea subsp. populnea	Tara Kogan Road, south-west of Kogan, Queensland.	Tree 8 metres tall. Bark rough, subfibrous, dark grey. Leaves very glossy, light green. Growing in flat area with Eucalyptus crebra. Dalby Map. AD	-27.1166666666667	150.693333333333	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	populnea	populnea
CCA0951	CCA0951	Eucalyptus rossii	CC01	G05	Yes	R060/T09	DN 725	Narrabri, NSW	60	1994	9	725		1993-12-10	Eucalyptus rossii	NSW	Tree 10m tall. Bark slightly powdery, with some scribbles, pinkish grey over white. Growing on rise with E. sideroxylon and E. DN726. Narrabri.	-30.8247222222222	149.471388888889	Eucalyptus	Eucalyptus	Eucalyptus	Psathyroxyla	Haemastomae	rossii	""
CCA0971	CCA0971	Eucalyptus fusiformis	CC01	H05	Yes	R061/T14	DN 645	Macksville, NSW	61	1994	14	645		1993-12-04	Eucalyptus fusiformis	NSW	Tree 25m tall. Bark rough, deeply furrowed, dark red-grey. Leaves dull, light green. No buds present. Growing on ridge with E. maculata, E. pilularis and E. microcorys. Dorrigo.	-30.9025	152.853333333333	Eucalyptus	Symphyomyrtus	Adnataria	Rhodoxyla	Concolores	fusiformis	""
CCA1085	CCA1085	Eucalyptus odorata	CC01	A06	No	R064/T40	DN 936	Boston Island, SA	64	1995	40	936		1994-07-16	Eucalyptus odorata	Middle part of Boston Island off Eyre Peninsula, South Australia.	Tree 4 m tall, of tumbledown habit. Bark rough on trunk. New growth glossy blue green, maturing glossy dark green. On hillside with Acacia sp., Eucalyptus conglobata and E. gracilis.	-34.7166666666667	135.916666666667	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	odorata	""
CCA1297	CCA1297	Eucalyptus scoparia	CC01	B06	No	R072/T34	DN 672	Mt Norman, Qld	72	1995	34	672		1993-12-05	Eucalyptus scoparia	Walking track to summit of Mount Norman, Queensland.	Small tree 6 metres tall. Bark smooth, powdery, white and bright red. Leaves glossy dark green. Growing in cracks between granite rocks and Eucalyptus andrewsii and E. prava. Warwick Map. AD	-28.85	151.966666666667	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	scoparia	""
CCA1300	CCA1300	Eucalyptus obliqua	CC01	C06	No	R072/T39	DN 804	Kangaroo Island, SA	72	1995	39	804		1994-04-29	Eucalyptus obliqua		Stunted tree 4m tall. Bark rough and stringy brown-grey. Leaves glossy dark green. Flowers white. Growing in pink-orange sand with E. diversifolia, B. marginata and Ornata, Xanthorea and Allocasuarina. Seed collected.	-35.9811111111111	137.143055555556	Eucalyptus	Eucalyptus	Eucalyptus	Eucalyptus	""	obliqua	""
CCA1377	CCA1377	Eucalyptus ovata subsp. ovata	CC01	D06	Yes	R076/T29	DN 805	Kangaroo Island, SA	76	1995	29	805		1994-04-29	Eucalyptus ovata var. ovata	Cape de Couedic track, Flinders Chase N.P., Kangaroo Island, S.A.	Tree 10 metres tall. Bark rough for 0.5 metres then smooth, brown over grey over white. Leaves dull, green. Growing in sandy low area. Eucalyptus albopurpurea growing nearby. Seed collected.	-35.9680555555556	136.740555555556	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae	""	ovata	ovata
CCA3005	CCA3005	Eucalyptus ovata subsp. ovata	CC01	E06	No	R139/T36	DN 1741	Cabbage Tree Creek, Vic	139	1997	36	1741		1996-04-19	Eucalyptus ovata var. ovata	Between Cabbage Tree Creek and Cape Conran, near Orbost, Victoria	Erect whipstick like mallee (or slender tree) 6 metres tall. Bark rough at base otherwise smooth grey over yellow-white. Leaves thick, non undulate, slightly discolourous, glossy, light green above, reticulation moderate, with many mostly island oil glands. In inpeneratable tall heath in swamp between (old dunes?) AD, CANB, NSW Photos	-37.7863888888889	148.731944444444	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae	""	ovata	ovata
CCA2917	CCA2917	Eucalyptus cajuputea	CC01	F06	No	R135/T25	DN 1691	Iron Dutchess, SA	135	1997	25	1691		1996-02-16	Eucalyptus odorata var. angustifolia	Iron Duchess, about 500m E of summit, Middleback Ranges, Eyre Peninsula, SA	Mallee 4-5m tall. Bark rough for 1 to 2m, grey-brown then smooth. Leaves blue-green at first maturing glossy, green. On steep SE facing slope with E. oleosa and E. gracilis. AD, CANB, NSW Photos			Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	cajuputea	""
CCA1505	CCA1505	Eucalyptus melliodora x E. sideroxylon	CC01	G06	Yes	R87/T19	DN 1219	Goolgowi, NSW	87	1996	19	1219	east trunk	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA6869	CCA6869	Eucalyptus melliodora x E. sideroxylon	CC01	H06	Yes	R87/T18	DN 1219	Goolgowi, NSW	87	1996	18	1219	west trunk	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA1504	CCA1504	Eucalyptus melliodora x E. sideroxylon	CC01	A07	No	R87/T18	DN 1219	Goolgowi, NSW	87	1996	18	1219	east trunk, no seed	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA1478	CCA1478	Eucalyptus coolabah	CC01	B07	No	R086/T16	DN 1355	Palmer River, NT	86	1996	16	1355		1995-04-19	Eucalyptus coolabah	Palmer River crossing on Stuart HW, south of Alice Springs, NT	Tree 6m tall. Bark rough on trunk and large branches, brown, then smooth white. Leaves dull, blue green. On floodplain. Photo AD	-24.7361111111111	133.182777777778	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae	""	coolabah	""
CCA1366	CCA1366	Eucalyptus viminalis subsp. cygnetensis	CC01	C07	Yes	R075/T26	DN 941	Port Lincoln 1, SA	75	1995	26	941		1994-07-17	Eucalyptus viminalis subsp. cygnetensis	South-west of Port Lincoln, Eyre peninsula, S.A.	Tumbledown tree to 7 metres tall. Bark rough, chunky and hard, grey-brown to small branches. Leaves glossy, green. Growing on rocky limestone outcrop with Allocasuarina verticillata, Eucalyptus diversifolia and E. albopurpurea. Prints 8, 9	-34.8294444444444	135.688611111111	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	cygnetensis
CCA1543	CCA1543	Eucalyptus microcarpa	CC01	D07	No	R088/T35	DN 1220	West Wyalong, NSW	88	1996	35	1220		1995-04-05	Eucalyptus microcarpa	East of West Wyalong, NSW	Tree 10m tall. Bark rough, finely fissured, dark grey and grey to 15cm diameter. Leaves glossy, dark green. Growing on red brown loam with Casuarina lehmaniana. Photos AD	-33.9036111111111	147.301111111111	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	microcarpa	""
CCA6871	CCA6871	Eucalyptus melliodora x E. sideroxylon	CC01	E07	No	R87/T21	DN 1219	Goolgowi, NSW	87	1996	21	1219	east trunk	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA1507	CCA1507	Eucalyptus melliodora x E. sideroxylon	CC01	F07	Yes	R87/T21	DN 1219	Goolgowi, NSW	87	1996	21	1219	west trunk	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA6870	CCA6870	Eucalyptus melliodora x E. sideroxylon	CC01	G07	Yes	R87/T19	DN 1219	Goolgowi, NSW	87	1996	19	1219	west trunk	1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA2857	CCA2857	Eucalyptus albens	CC01	H07	No	R133/T06	DN 1676	Melrose, SA	133	1997	6	1676		1996-02-15	Eucalyptus albens	South of Melrose, southern Flinders Ranges, SA	Tree 12m tall. Bark rough, finely fissured, light grey. Leaves dull, glaucous to grey-green. Some maturing green. Twigs and buds glaucous. In creek with E. microcarpa and E. camaldulensis nearby. Photos AD, CANB	-32.9175	138.158888888889	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	albens	""
CCA1680	CCA1680	Eucalyptus dunnii	CC01	A08	No	R094/T31	DN 1257	Legume, NSW	94	1996	31	1257		1995-04-08	Eucalyptus dunnii	Near Legume, NSW	Tree 20m tall. Bark rough, dark grey brown for 2m then smooth light grey and cream. Leaves glossy, dark green. Growing beside creek with large E. melliodora.  Buds slightly glaucous. Photo AD	-28.3911111111111	152.307777777778	Eucalyptus	Symphyomyrtus	Maidenaria	Bridgesianae	""	dunnii	""
CCA1657	CCA1657	Eucalyptus granitica	CC01	B08	Yes	R094/T01	DN 1305	Herberton, Qld	94	1996	1	1305		1995-04-13	Eucalyptus granitica	Between Herberton and Irvinebank, QLD	Tree 8m tall. Bark rough, deeply furrowed, dark grey. Leaves ± concolourous, glossy, green. On hillside with E. citriodora, E. cloeziana and E. shirleyi. Photo AD	-17.3872222222222	145.34611111111099	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	granitica	""
CCA1506	CCA1506	Eucalyptus melliodora x E. sideroxylon	CC01	C08	Yes	R087/T20	DN 1219	Goolgowi, NSW	87	1996	20	1219		1995-04-04	Eucalyptus aff. melliodora	East of Goolgowi, Mid Western Highway, NSW	Multistemmed tree 8m tall. Bark rough throughout, thick, coarsely box-type, grey over red brown. Leaves dull, blue green. On red loam with E. populnea bimbil, E. socialis, E. intertexta and one E. camaldulensis. Photos AD, CANB	-33.9177777777778	145.943055555556							
CCA3471	CCA3471	Eucalyptus coronata	CC01	D08	No	R173/T11	DN 2247	East Mt Barren, WA	173	1999	11	2247		1998-04-20	Eucalyptus coronata	South side of East Mount Barren, Fitzgerald River National Park, WA	Mallee 4 m tall. Bark smooth. Leaves glossy, blue-green. On white quartzite slope with E. burdettiana and E. pleurocarpa. PERTH Photos	-33.9258333333333	120.026666666667	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Glandulares	coronata	""
CCA3107	CCA3107	Eucalyptus nitens	CC01	E08	No	R144/T27	DN 1766	Big Badja Hill, NSW	144	1997	27	1766		1996-04-22	Eucalyptus nitens	near Pikes Saddle on western edge of Deua NP, NSW	Tree 20m tall. Bark rough, loose, ribbony for 3m then smooth, light grey. Leaves glossy, dark green, reticulation sparse, with a few island oil glands. Growing with E. fraxinoides and E. fastigata. AD, CANB	-35.9875	149.554444444444	Eucalyptus	Symphyomyrtus	Maidenaria	'Remanentes' ms	""	nitens	""
