SampleID,Species,Location,Date,Latitude,Longitude,Elevation,SampleName,Datum,Population,N,ReferenceSpecies,SetName
GOL0008,Eucalyptus melliodora,Araluen Rd,2019-03-19T23:39:30Z,-35.6729831,149.8309023,158.501953,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0009,Eucalyptus melliodora,Araluen Rd,2019-03-20T00:00:55Z,-35.68992904,149.8492569,146.485474,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0010,Eucalyptus melliodora,"N out of Braidwood on Nerriga Rd., then W on Brightside Rd. (dirt)",2019-03-27T10:18:07Z,-35.34229933,149.8506001,696.836182,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0011,Eucalyptus melliodora,"N out of Braidwood on Nerriga Rd., then W on Brightside Rd. (dirt)",2019-03-27T10:34:12Z,-35.34337733,149.8529949,707.4104,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0012,Eucalyptus melliodora,"Nerriga Rd., large grassy pull-off on left side",2019-03-27T11:18:19Z,-35.3077793,149.8785983,630.746094,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0013,Eucalyptus melliodora,"End of Nerriga Rd before entering Morton National Park; pull in entrance between two chainlink fences, small pullout just past the entrance on the right",2019-03-27T12:46:20Z,-35.0883332,150.1207641,560.329834,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0014,Eucalyptus melliodora,Pulloff on east side of Nerriga Rd. heading back S,2019-03-27T12:54:38Z,-35.09359863,150.1175408,589.649902,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0015,Eucalyptus melliodora,"Oallen Ford Rd west, then turn rt. on Jerralong Rd; tree just about 8 meters from intersection",2019-03-27T14:12:28Z,-35.11480426,149.9193022,628.102539,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0016,Eucalyptus melliodora,Worton Rd. (?) off Oallen Ford Rd.,2019-03-27T14:40:32Z,-35.0892744,149.9074582,585.804688,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0017,Eucalyptus melliodora,Pulloff on W side of Oalla Ford Rd.,2019-03-27T15:11:16Z,-35.064829,149.8654812,596.37915,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0018,Eucalyptus melliodora,"Sandy Pt. rd W of Oalla Ford Rd., pulloff on N side of the rd.",2019-03-27T15:33:37Z,-35.08290416,149.8458555,605.27124,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0019,Eucalyptus melliodora,Continue W on Sandy Point Rd.,2019-03-27T16:04:46Z,-35.0929072,149.8306888,633.14917,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0020,Eucalyptus melliodora,"Continuing W down Sandy Point Rd. after it turns to dirt, past turn to Willow Glen Rd.",2019-03-27T16:25:36Z,-35.11568679,149.8138964,630.265381,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0021,Eucalyptus melliodora,"Continuing W down Sandy Point Rd. after it turns to dirt, past turn to Willow Glen Rd.",2019-03-27T16:38:38Z,-35.10303673,149.8190508,631.226807,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0022,Eucalyptus melliodora,"N to Tarago, Cullala Rd east, then N on Lumley Rd.",2019-04-01T11:32:18Z,-34.96374845,149.8216151,655.73999,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0023,Eucalyptus melliodora,Continuing NE on Lumley Rd.,2019-04-01T11:40:51Z,-34.95464193,149.8286439,643.24292,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0024,Eucalyptus melliodora,Continuing NE on Lumley Rd.,2019-04-01T12:26:36Z,-34.91414376,149.8963593,641.801025,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0025,Eucalyptus melliodora,Continuing NE on Lumley Rd.,2019-04-01T12:52:41Z,-34.90062333,149.9203847,635.55249,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0026,Eucalyptus melliodora,Howick St. E out of Bungonia towards Bungonia Nat'l Park,2019-04-01T13:55:19Z,-34.85496668,149.9551925,599.503418,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0027,Eucalyptus melliodora,Right across the road from GOL0026,2019-04-01T14:20:38Z,-34.85478479,149.9550694,598.301758,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0028,Eucalyptus melliodora,Along Howick St.,2019-04-01T14:39:12Z,-34.84301266,149.9758547,574.98999,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0029,Eucalyptus melliodora,Pullout on S side of Howick St.,2019-04-01T14:53:43Z,-34.85567085,149.9485649,585.08374,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0030,Eucalyptus melliodora,E side of Jerrara Rd. N out of Bungonia,2019-04-01T15:25:17Z,-34.82950808,149.9507709,590.37085,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0031,Eucalyptus melliodora,Continuing N on Jerrara,2019-04-01T15:38:26Z,-34.8086674,149.953166,598.061523,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0032,Eucalyptus melliodora,Glynmar Rd. E off Jerrara Rd.,2019-04-01T16:01:19Z,-34.77803011,149.9807995,646.126953,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0033,Eucalyptus melliodora,Glynmar Rd. E off Jerrara Rd.,2019-04-01T16:12:51Z,-34.77781638,149.9758829,642.04126,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0034,Eucalyptus melliodora,"N on Jerrara Rd, pulloff on W side",2019-04-01T16:30:00Z,-34.77297993,149.964274,627.861816,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0035,Eucalyptus melliodora,"B23 to B72 then N on Creek St., rt. Uphill on Massie St., tree ~15m inside gate of Nanny Goat Hill Reserve & Outlook on left",2019-04-03T11:55:29Z,-36.23574081,149.12084,831.419678,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0036,Eucalyptus melliodora,Paveys Rd E off Monaro Hwy (B23),2019-04-03T13:42:11Z,-35.85174596,149.1861647,829.49707,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0037,Eucalyptus melliodora,"Close to GOL0036, but has seed",2019-04-03T13:56:07Z,-35.85356534,149.1830405,850.165039,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0038,Eucalyptus melliodora,Paveys Rd up hill in field N of road,2019-04-03T14:18:59Z,-35.84869579,149.1754083,807.386719,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0039,Eucalyptus melliodora,E on Ryrie Hill Rd.,2019-04-03T14:38:11Z,-35.78823058,149.1674645,808.10791,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0040,Eucalyptus melliodora,E on Ryrie Hill Rd.,2019-04-03T14:56:01Z,-35.78673123,149.1813752,865.305908,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0041,Eucalyptus melliodora,E on Ryrie Hill Rd.,2019-04-03T15:20:34Z,-35.79441877,149.1830167,876.120605,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0056,Eucalyptus melliodora,Turn SW down Currawang Rd,2019-07-04T13:25:39Z,-34.88100406,149.6216107,701.162109,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0057,Eucalyptus melliodora,"Just S of M31 exit for Goulburn, go SW down Mazamet Rd, only a few seeds, 5-valved",2019-07-04T13:55:16Z,-34.77965897,149.6830312,690.827637,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0058,Eucalyptus melliodora,"NW out of Goulburn on Crookwell Rd, turn W down Pejar Rd",2019-07-04T15:50:46Z,-34.5565892,149.5649045,868.430176,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0059,Eucalyptus melliodora,"Pejar Rd then S on Range Rd towards Goulburn, good quiet country rd,",2019-07-04T16:40:24Z,-34.62917958,149.5234976,751.630615,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
GOL0060,Eucalyptus melliodora,Thompsons Lane E off Range Rd,2019-07-04T17:05:36Z,-34.67122455,149.5781598,768.694092,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0001,Eucalyptus melliodora,Pull off W of Range Rd at green Pomeroy Fire Brigade shed,2019-07-04T17:30:28Z,-34.69864234,149.6065069,713.89917,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0002,Eucalyptus melliodora,"From Blackheath in Blue Mnts take Shipley Rd W then Megalong Rd SW; tree at very end of dirt bush track, just inside Blue Mnts Nat'l Park by Green Gulley track? about 30' inside; ALA shows more trees but looks like they're either on a private farm or walking access along Nat'l Park trail",2019-07-05T15:43:27Z,-33.79039172,150.22171,657.422119,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0003,Eucalyptus melliodora,"Going back N on Megalong Rd, W side of rd.",2019-07-05T16:27:39Z,-33.74848883,150.2361709,656.701172,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0004,Eucalyptus melliodora,"Going W on A23 Great Western HWY, turn S on Coxs River Rd at Little Hartley",2019-07-05T17:39:19Z,-33.58679077,150.2058728,784.315186,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0005,Eucalyptus melliodora,"Drive N from Lithgow on A23 to B55, at Capertee take Glen Davis Rd NE, at fork continue rt. on Glen Davis Rd",2019-07-06T12:05:15Z,-33.1236643,150.0056215,716.30249,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0006,Eucalyptus melliodora,"Continue ~1km, pullout on N side of rd; N side of rd is public here, S side is Gardens of Stone Nat'l Park; all samples are on N side",2019-07-06T12:24:08Z,-33.11997442,150.034491,699.719971,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0007,Eucalyptus melliodora,"Continue on Glen Davis Rd, N side of rd",2019-07-06T12:56:42Z,-33.13831503,150.109859,403.395874,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0008,Eucalyptus melliodora,"Continue on Glen Davis Rd, N side of rd",2019-07-06T13:59:05Z,-33.10924617,150.1912611,322.405396,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0009,Eucalyptus melliodora,Turn N towards Glen Alice,2019-07-06T14:30:20Z,-33.07784647,150.2113412,298.612915,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0010,Eucalyptus melliodora,Continue N,2019-07-06T14:45:00Z,-33.07240946,150.2132123,306.784058,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0011,Eucalyptus melliodora,Continue N,2019-07-06T15:02:15Z,-33.0363221,150.1634771,330.816895,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0012,Eucalyptus melliodora,W side of road past Bogee,2019-07-06T15:35:25Z,-32.97420709,150.1042704,469.966675,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0013,Eucalyptus melliodora,N side of Rd,2019-07-06T15:44:33Z,-32.95507682,150.0824443,503.372192,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0014,Eucalyptus melliodora,Continueing,2019-07-06T16:12:11Z,-32.90411761,150.0378866,686.02124,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0015,Eucalyptus melliodora,"S on B55, at Ilford turn W on Goulburn-Ilford Rd, pull onto dirt frontage on N side of rd",2019-07-06T17:19:15Z,-32.9797285,149.7962746,893.904785,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0016,Eucalyptus melliodora,At end of 'Rolling Hills' drive way,2019-07-06T17:36:12Z,-32.98264531,149.7389758,861.700928,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0017,Eucalyptus melliodora,Pull off into medium sized dirt lot on left/E side of rd,2019-07-06T17:57:02Z,-33.05459281,149.6923205,618.008545,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0018,Eucalyptus melliodora,"N out of Bathurst on Duramana Rd, tree on W side of rd",2019-07-07T11:13:35Z,-33.29176018,149.5713342,717.263916,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
NSW0019,Eucalyptus melliodora,"Continuing N, W side of Rd",2019-07-07T11:29:49Z,-33.24703988,149.5812118,618.969727,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
LBM01A02,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-9,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01A03,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-7,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01A09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-2,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01A12,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-6,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01B01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-2,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01B02,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-10,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01B03,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-8,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01B05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-4,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01B06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-2,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01B07,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-10,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01B08,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-5,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01B09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-3,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01B10,Eucalyptus melliodora,NA,NA,-36.388,146.481,181,LB-A-2,WGS84,LB-A,334,Eucalyptus melliodora,E_melliodora
LBM01B12,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-7,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01C01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-3,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01C02,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-1,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01C03,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-9,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01C04,Eucalyptus melliodora,NA,NA,-36.86476,148.85016,638,LB-G-7,WGS84,LB-G,334,Eucalyptus melliodora,E_melliodora
LBM01C05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-5,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01C06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-3,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01C08,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-6,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01C09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-4,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01C10,Eucalyptus melliodora,NA,NA,-36.388,146.481,181,LB-A-3,WGS84,LB-A,334,Eucalyptus melliodora,E_melliodora
LBM01C12,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-8,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01D01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-4,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01D03,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-10,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01D05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-6,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01D06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-4,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01D09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-5,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01D10,Eucalyptus melliodora,NA,NA,-36.388,146.481,181,LB-A-4,WGS84,LB-A,334,Eucalyptus melliodora,E_melliodora
LBM01D11,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-1,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01D12,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-9,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01F01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-6,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01F02,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-4,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01F03,Eucalyptus melliodora,NA,NA,-36.86476,148.85016,638,LB-G-2,WGS84,LB-G,334,Eucalyptus melliodora,E_melliodora
LBM01F05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-8,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01F06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-6,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01F07,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-1,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01F09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-7,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01F10,Eucalyptus melliodora,NA,NA,-36.388,146.481,181,LB-A-6,WGS84,LB-A,334,Eucalyptus melliodora,E_melliodora
LBM01F12,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-1,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM01G01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-7,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM01G02,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-5,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM01G03,Eucalyptus melliodora,NA,NA,-36.86476,148.85016,638,LB-G-3,WGS84,LB-G,334,Eucalyptus melliodora,E_melliodora
LBM01G05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-9,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01G06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-7,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01G07,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-2,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01G08,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-10,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01G09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-8,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01G11,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-4,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01H05,Eucalyptus melliodora,NA,NA,-36.42797,144.41092,114,LB-W1-10,WGS84,LB-W1,334,Eucalyptus melliodora,E_melliodora
LBM01H06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-8,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM01H07,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-3,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM01H08,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-1,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01H09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-9,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM01H10,Eucalyptus melliodora,NA,NA,-36.388,146.481,181,LB-A-8,WGS84,LB-A,334,Eucalyptus melliodora,E_melliodora
LBM01H11,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-5,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM01H12,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-3,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02A01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-4,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02A03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-1,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02A04,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-9,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02A08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-4,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02A10,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-10,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02B01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-5,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02B02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-4,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02B03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-2,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02B04,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-10,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02B05,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-8,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02B06,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-6,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM02B07,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-7,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM02B08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-5,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02B09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-3,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02B11,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-9,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02B12,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-7,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02C01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-6,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02C02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-5,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02C03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-3,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02C04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-1,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02C05,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-9,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02C06,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-7,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM02C07,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-8,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM02C08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-6,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02C09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-4,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02C10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-2,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02C11,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-10,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02C12,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-8,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02D01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-7,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02D02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-6,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02D03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-4,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02D04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-2,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02D05,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-10,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02D07,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-9,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM02D08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-7,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02D09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-5,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02D10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-3,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02D11,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-1,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02D12,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-9,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02F01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-9,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM02F02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-8,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02F03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-6,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
